IBGE,LEITO.SUS_CIRÚRGICOS,LEITO.SUS_CLÍNICOS,LEITO.SUS_GINECO-OBSTÉTRICOS,LEITO.SUS_ISOLAMENTO,LEITO.SUS_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),LEITO.SUS_PEDIÁTRICOS,LEITO.SUS_UCI,LEITO.SUS_UTI,EXSITENTE_CIRÚRGICOS,EXSITENTE_CLÍNICOS,EXSITENTE_GINECO-OBSTÉTRICOS,EXSITENTE_ISOLAMENTO,EXSITENTE_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),EXSITENTE_PEDIÁTRICOS,EXSITENTE_UCI,EXSITENTE_UTI,Médico,Enfermeiro,Odontólogo,Out Prof Saude Sup,Tec Aux Enfermagem,Agente Combate Endemias,Out Tec Saude,QT_USO_Respirador/ventilador,QT_USO_Tomógrafo,QT_EXIST_Respirador/ventilador,QT_EXIST_Tomógrafo,30 dias-adulto_inf,30 dias-adulto_sup,30 dias-pediatrico_inf,30 dias-pediatrico_sup,30 dias-idoso_inf,30 dias-idoso_sup,30 dias-adulto_inf_uti,30 dias-adulto_sup_uti,30 dias-pediatrico_inf_uti,30 dias-pediatrico_sup_uti,30 dias-idoso_inf_uti,30 dias-idoso_sup_uti,60 dias-adulto_inf,60 dias-adulto_sup,60 dias-pediatrico_inf,60 dias-pediatrico_sup,60 dias-idoso_inf,60 dias-idoso_sup,60 dias-adulto_inf_uti,60 dias-adulto_sup_uti,60 dias-pediatrico_inf_uti,60 dias-pediatrico_sup_uti,60 dias-idoso_inf_uti,60 dias-idoso_sup_uti,90 dias-adulto_inf,90 dias-adulto_sup,90 dias-pediatrico_inf,90 dias-pediatrico_sup,90 dias-idoso_inf,90 dias-idoso_sup,90 dias-adulto_inf_uti,90 dias-adulto_sup_uti,90 dias-pediatrico_inf_uti,90 dias-pediatrico_sup_uti,90 dias-idoso_inf_uti,90 dias-idoso_sup_uti,Influenza -Leitos regulares Total_diarias,Influenza -Leitos regulares diarias_uti,Influenza -Leitos regulares diarias_uci,Influenza -UTI adulto Total_diarias,Influenza -UTI adulto diarias_uti,Influenza -UTI adulto diarias_uci,Influenza -UTI infantil-neonatal Total_diarias,Influenza -UTI infantil-neonatal diarias_uti,Influenza -UTI infantil-neonatal diarias_uci,Outras causas -Leitos regulares Total_diarias,Outras causas -Leitos regulares diarias_uti,Outras causas -Leitos regulares diarias_uci,Outras causas -UTI adulto Total_diarias,Outras causas -UTI adulto diarias_uti,Outras causas -UTI adulto diarias_uci,Outras causas -UTI infantil-neonatal Total_diarias,Outras causas -UTI infantil-neonatal diarias_uti,Outras causas -UTI infantil-neonatal diarias_uci
410620,0,11,3,0,0,2,0,0,0,11,3,0,0,2,0,0,"2,15","5,75",0,2,12,0,"0,5",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0
410630,10,10,4,0,0,3,0,0,10,11,4,1,0,4,0,0,"4,475","0,425","0,075","1,75","5,5",0,"1,1",1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,0,0,0,0,0,0,0,0,3684,0,0,0,0,0,0,0,0
410640,16,33,14,0,40,20,0,18,31,80,24,1,40,33,0,39,"27,425","36,9","0,9","17,375","192,775","0,9","6,2",31,2,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182,0,0,252,378,0,7,12,0,28129,2,0,2399,2990,0,212,1120,0
410650,7,26,12,1,0,5,0,0,8,27,14,2,0,6,0,0,"8,725","5,7",0,"1,575","5,7",0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,0,0,0,0,0,0,0,0,1783,0,0,0,0,0,0,0,0
410660,6,12,8,0,0,6,0,0,6,12,8,0,0,6,0,0,3,"6,75","0,05","1,6","9,5",0,"1,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,0,0,0,0,0,0,0,0,1485,0,0,0,0,0,0,0,0
410670,2,6,2,0,0,1,0,0,2,6,2,0,0,1,0,0,"0,175",1,0,"0,35","7,875",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
410680,4,16,7,2,0,8,0,0,4,16,7,2,0,8,0,0,"4,925","3,7",0,"0,8","20,25",0,"1,8",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,0,0,0
410690,860,830,267,57,176,304,71,324,1885,1502,515,68,590,413,155,670,"3967,175","1790,175","59,375","1169,9","5554,4","7,6","364,35",928,31,998,32,15,50,1,4,56,195,2,7,0,1,8,27,671,6539,55,477,2512,21729,92,899,8,66,345,2988,9282,8945,596,417,24203,12947,1276,1230,82,57,3328,1780,32851,31,0,2495,2544,0,1189,1457,21,460553,2072,6132,72815,64773,0,15914,29387,6253
410700,2,7,4,0,0,3,0,0,3,8,5,0,0,3,0,0,"1,25",3,0,0,"9,1",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
410710,3,8,4,0,0,4,0,0,3,8,4,0,0,4,0,0,"1,45",3,0,"1,5","10,5",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0
410715,2,8,3,0,0,2,0,0,2,8,3,0,0,2,0,0,"2,3","2,875",0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0
410720,10,50,14,2,0,19,0,0,11,58,16,2,0,21,0,0,"9,525","13,75",0,"4,3","46,1",0,"0,6",4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496,0,0,0,0,0,0,0,0,7528,0,0,0,0,0,0,0,0
410730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410750,5,17,5,0,0,6,0,0,5,19,5,0,0,7,0,0,"2,45","4,5",0,"1,6","10,1","0,75",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,0,0,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0
410753,4,8,4,0,0,4,0,0,6,12,6,0,0,6,0,0,"0,875","2,7",0,"0,45","2,7",0,"1,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0
410760,5,14,7,0,0,4,0,0,5,14,7,0,0,4,0,0,"3,1",2,0,"2,625","12,35",0,"1,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
410765,4,6,14,0,0,8,0,0,4,6,14,0,0,8,0,0,"12,5",4,0,"2,225",13,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410775,2,21,3,0,0,5,0,0,2,21,3,0,0,5,0,0,"1,025","2,2",0,"1,55","9,9",0,"0,875",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0
410800,1,11,6,0,0,4,0,0,1,11,6,0,0,4,0,0,"8,95","2,9",0,"0,075","10,4",0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0
410820,3,17,5,0,0,6,0,0,4,20,6,0,0,8,0,0,"1,5",2,0,"0,1",1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0
410830,113,93,35,5,2,31,10,51,155,141,55,5,6,40,10,76,"335,25","191,05","5,375","118,5","875,775",0,"33,45",95,4,103,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5183,0,0,562,406,0,44,69,0,66655,33,0,9578,8080,0,3024,2615,0
410840,86,35,31,5,1,24,5,36,116,67,48,5,1,40,5,45,"79,15","93,3","6,1","65,1","363,2","2,8","24,3",45,2,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,0,0,175,318,0,0,0,0,37865,32,199,4915,7636,0,1150,3678,372
410855,0,6,2,0,0,2,0,0,0,6,2,0,0,2,0,0,"0,675","3,5",0,"1,25","5,75",0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410860,10,16,12,5,0,17,0,0,23,31,28,5,0,20,0,0,"6,1","12,5",0,"3,9","34,5",0,"2,05",4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418,0,0,0,0,0,0,0,0,7012,0,0,0,0,0,0,0,0
410870,8,11,3,0,0,4,0,0,8,11,3,0,0,4,0,0,"0,55",4,0,"3,5","9,2",0,"0,7",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0
410880,7,23,11,0,0,9,0,0,12,25,13,0,0,10,0,0,"5,6","4,1",0,"1,15","11,1",0,"0,6",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,0,0,0,0,0,0,0,0,4835,0,0,0,0,0,0,0,0
410890,4,4,4,0,0,4,0,0,4,4,4,0,0,4,0,0,"2,075",4,0,1,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0
410900,0,10,2,0,0,3,0,0,0,10,2,0,0,3,0,0,"0,5",2,0,1,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410930,21,24,15,0,0,6,0,0,26,26,18,0,0,11,0,0,"4,225","8,25",0,"3,275","12,85",0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,0,0,0,0,0,0,0,0,3632,0,0,0,0,0,0,0,0
410940,80,71,45,6,2,40,4,36,91,95,66,6,2,48,8,50,"90,2","89,25","2,7","29,45","433,25","5,9","13,9",60,2,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6297,0,0,481,759,0,336,330,0,38599,27,263,4917,5317,0,1348,5018,643
410950,0,6,4,0,2,2,0,0,0,6,4,0,2,2,0,0,"10,85",2,0,3,13,0,"0,6",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0
410960,2,21,13,0,0,14,0,0,2,21,13,0,0,14,0,0,"12,8",6,0,"2,075",16,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,0,0,0,0,0,0,0,0,2366,0,0,0,0,0,0,0,0
410970,5,30,8,0,0,12,0,0,5,30,8,0,0,12,0,0,"2,175","4,5",0,"4,55",26,0,"2,7",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164,0,0,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0
410975,5,16,6,1,0,6,0,0,5,16,6,1,0,6,0,0,"19,75",4,0,2,"5,5",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0
410980,12,23,10,0,0,18,0,0,27,51,20,0,0,29,0,0,"12,9",23,"0,1","3,975","53,875",0,"2,6",4,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115,0,0,0,0,0,0,0,0,8939,0,0,0,0,0,0,0,0
411030,0,6,3,0,0,2,0,0,0,6,3,0,0,2,0,0,"1,4",3,0,"0,05",3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
411040,0,9,3,0,3,1,0,0,0,9,3,0,3,1,0,0,"0,8","4,9",0,"0,25",5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0
411050,0,14,0,2,0,4,0,0,0,14,0,2,0,4,0,0,"15,7","4,925",0,"1,1",10,0,"1,2",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411060,4,12,4,0,0,11,0,0,4,12,4,0,0,11,0,0,"2,3",3,0,1,13,0,"1,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0
411070,19,45,23,0,13,18,0,20,42,52,28,0,13,24,0,22,"28,1","26,7","0,1","12,7","145,975",4,"6,6",30,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,0,0,410,866,0,6,14,0,17119,0,0,1426,2117,0,243,2346,0
411080,2,18,6,0,0,5,0,0,2,18,6,0,0,5,0,0,"3,45",5,0,"0,5",11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411090,1,10,0,0,0,6,0,0,2,11,0,0,0,6,0,0,"1,05","1,3",0,"1,75","0,9",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0
411095,8,12,0,0,0,5,0,0,8,12,0,0,0,5,0,0,"1,75",4,0,1,12,0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411100,0,12,0,0,0,9,0,0,0,12,0,0,0,9,0,0,"0,2","2,9",0,0,"7,05",0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0
411110,2,9,2,1,0,3,0,0,2,9,2,1,0,3,0,0,"4,55","3,75",0,1,"9,3",0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0
411125,3,16,9,1,0,6,1,0,3,18,9,1,0,6,2,0,"5,55",1,0,"1,025","3,7",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,0,0,0
411130,2,7,4,0,0,4,0,0,2,7,4,0,0,4,0,0,"1,175",3,0,"1,05","6,5",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0
411140,2,6,5,0,1,4,0,0,2,6,5,0,1,4,0,0,"3,15",4,0,"1,5",8,0,"1,225",4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0
411150,50,52,30,5,0,27,0,32,57,66,35,5,0,35,0,40,"16,2","25,35","0,15","7,825","152,825","9,3","7,3",27,1,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,0,0,415,1170,0,51,223,0,10460,337,0,1970,5179,0,314,2603,0
411160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,8",3,0,"1,3",4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0
411170,2,8,4,0,0,4,0,0,2,8,4,0,0,4,0,0,"1,275",2,0,"0,75",10,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0
411180,23,31,18,1,0,12,0,9,30,45,24,1,0,16,0,16,"23,3","15,85","0,475","5,5","111,3",0,0,14,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,0,0,86,269,0,0,0,0,10969,10,0,1439,2543,0,0,0,0
411190,1,18,5,1,0,4,0,0,1,18,5,1,0,4,0,0,"6,2",7,0,"1,35",14,0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,0,0,0,0,0,0,0,935,0,0,0,0,0,0,0,0
411200,8,44,12,0,0,15,0,0,8,44,12,0,0,15,0,0,"10,575",14,0,"3,7","58,9",0,"0,5",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,0,0,0,0,0,0,0,0,5262,0,0,0,0,0,0,0,0
411210,13,13,12,1,296,10,0,0,14,15,14,2,296,10,8,0,"14,2",10,"0,5","15,4","55,5",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0,0,112406,0,0,0,0,0,0,0,0
411230,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,"3,025",2,1,10,8,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411240,2,11,3,1,0,2,0,0,2,11,3,1,0,2,0,0,"3,25","2,5","0,2","0,375","5,5",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0
411250,1,14,5,0,0,3,0,0,1,14,5,0,0,3,0,0,"0,7","4,6",0,2,"11,5",0,"1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,0
411270,0,10,5,0,0,3,0,0,0,10,6,0,0,3,0,0,"2,475","1,4",0,"0,5","6,3",0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0
411275,3,9,3,0,0,3,0,0,4,12,6,0,0,3,0,0,"0,775","4,4",0,"1,5",3,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0
411280,1,19,3,0,0,3,0,0,2,20,5,0,0,4,0,0,"1,975",5,0,"0,6","8,8",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0
411290,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,"1,75",1,0,1,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0
411300,4,8,3,0,0,4,0,0,4,8,3,0,0,4,0,0,"1,5",5,0,"1,025",8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411310,2,14,4,0,0,3,0,0,2,14,4,0,0,3,0,0,"2,1",3,0,1,7,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0
411320,11,33,14,0,47,2,0,0,11,33,14,0,47,2,2,0,"22,925","23,25",1,18,"109,5",6,"6,6",3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,0,0,0,0,0,0,0,0,13761,0,0,0,0,0,0,0,0
411330,16,40,14,2,0,28,0,0,20,47,16,2,0,32,0,10,"16,125","12,65",0,"4,75","31,45",0,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3775,0,0,0,0,0,0,0,0,9680,0,0,0,0,0,0,0,0
411345,3,11,2,0,0,4,0,0,3,11,2,0,0,4,0,0,"0,75","4,3",0,"0,575","10,95",0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0
411350,9,22,14,2,48,10,0,0,11,24,16,2,48,20,0,0,"7,35","6,05",0,"4,925","26,4",0,"1,5",2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0,0,0,0,0,0,0,0,19859,0,0,0,0,0,0,0,0
411370,292,332,82,10,291,111,27,120,605,483,172,18,336,167,70,259,"1364,375","1065,15","39,325","363,375","2051,725","38,4","87,9",308,9,319,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14958,5,3,323,402,0,365,556,15,289406,345,1805,27832,20981,0,5477,10061,3305
411375,3,8,3,1,0,4,0,0,8,11,4,1,0,6,0,0,"0,5","3,85",0,"0,5","4,5",0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0
411380,0,8,5,0,0,3,0,0,0,8,5,0,0,3,0,0,"2,5",4,0,1,9,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0
411390,3,14,7,0,0,4,0,0,4,15,8,0,0,5,0,0,"7,7","3,7",0,"0,5","9,4",0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0,0,0
411410,14,12,1,0,0,5,0,0,29,18,2,0,0,6,0,0,"3,4","3,2",0,"1,05","6,3",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,0,0,0,0,0,0,0,1953,0,0,0,0,0,0,0,0
411420,12,11,18,0,0,6,3,0,41,28,24,0,0,16,3,0,"6,475","6,075",0,"1,2",7,0,"0,5",3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044,0,0,0,0,0,0,0,0,4291,0,0,0,0,0,0,0,0
411430,0,35,4,0,1,10,0,0,0,35,4,0,1,10,0,0,"5,5","4,5",0,2,21,0,"1,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0
411440,6,13,9,2,0,21,0,0,8,15,12,2,0,22,0,0,"5,425","7,3",0,"1,45","12,6",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0
411450,1,13,6,1,0,4,0,0,1,13,6,1,0,4,0,0,"2,95","4,375",0,2,"12,125",0,"2,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0
411460,3,10,6,1,0,3,0,0,21,33,11,3,0,11,3,0,"11,125","6,7",0,"2,55","18,65",0,0,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0,0,0,0,0,0,0,0,3739,0,0,0,0,0,0,0,0
411500,4,9,5,0,0,4,0,0,4,9,6,0,0,4,0,0,"1,5",4,0,1,11,0,"0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0
411520,182,233,75,0,186,65,10,105,401,452,151,4,295,137,11,226,"779,725","443,45",17,"244,95","1293,375","5,5","43,425",216,12,218,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6357,0,0,607,996,0,219,333,0,180172,133,554,17146,20074,0,2144,5875,931
411540,4,15,8,1,0,8,0,0,6,22,10,1,0,12,0,0,"1,95","3,2",0,"1,75","4,3",0,"0,15",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0
411550,3,6,6,0,0,6,0,0,3,6,6,0,0,6,0,0,"2,925","2,65",0,"1,5","7,3",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
411560,8,12,5,0,0,8,0,0,10,15,7,0,0,16,0,0,"8,175","5,4",0,"1,7","11,65",0,"1,075",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,0,0,0,0,0,0,0,0,3046,0,0,0,0,0,0,0,0
411570,0,4,8,0,0,0,0,0,0,4,8,0,0,0,0,0,"23,425","9,75",0,3,"50,5",0,"7,125",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0
411580,13,18,6,1,0,14,0,3,43,64,20,1,0,23,3,8,"12,85","18,9",0,"7,85","88,85",0,"0,6",18,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,0,0,104,138,0,0,0,0,7256,1,0,524,812,0,0,0,0
411600,0,6,2,0,0,2,0,0,0,6,2,0,0,2,0,0,"4,875",2,0,2,"6,9",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
411605,4,12,8,0,0,6,0,0,8,18,10,0,0,8,0,0,"3,9","4,7",0,"0,675","6,4",0,"0,125",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0
411620,1,17,2,0,0,2,0,0,1,17,2,0,0,2,0,0,"2,45",4,0,3,"14,7",0,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,0
411670,17,15,4,0,0,4,0,0,21,18,5,0,0,5,0,0,"6,225","5,55",0,"1,25","4,1",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,0,0,0,0,0,0,0,0,5466,0,0,0,0,0,0,0,0
411680,2,8,6,0,0,4,0,0,2,9,7,0,0,4,0,0,"1,6",5,0,"0,5","5,3",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0
